card_variant_id,card_variants_card_id,card_canonical_code,card_card_code,card_name,card_rarity,card_source,candidate_market_product_pk,candidate_market_product_external_id,candidate_product_name,candidate_clean_name,candidate_ext_number,candidate_rarity,candidate_subtype,candidate_source_name,match_confidence,match_score,match_reasons,needs_manual_review,derived_number_key,derived_set_key,pool_size,scored_candidates,cv_variant_key,cv_variant_label,cv_source,cv_print_id,cv_image_path,cv_image_url,cv_release_set_code,cv_is_base,cv_official_provenance
2668,803,OP05-074,,"Eustass""Captain""Kid",SR,,2381,527020,"Eustass""Captain""Kid (Alternate Art) (Manga)",EustassCaptainKid Alternate Art Manga,OP05-074,SR,,tcgcsv,low,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-074,OP05,7,7,alt,Alt,local-catalog,OP05-074::alt,thumbs/OP05-074alt.webp,,OP05,0,
2669,803,OP05-074,,"Eustass""Captain""Kid",SR,,2381,527020,"Eustass""Captain""Kid (Alternate Art) (Manga)",EustassCaptainKid Alternate Art Manga,OP05-074,SR,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-074,OP05,7,7,mr,Manga,local-catalog,OP05-074::manga,thumbs/OP05-074 Manga Rare.webp,,OP05,0,
2670,803,OP05-074,,"Eustass""Captain""Kid",SR,,2381,527020,"Eustass""Captain""Kid (Alternate Art) (Manga)",EustassCaptainKid Alternate Art Manga,OP05-074,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-074,OP05,7,7,parallel_1,Parallel 1,official-cardlist,OP05-074_p1,OP05/parallel/OP05-074_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-074_p1.png?260305,OP05,0,
2671,803,OP05-074,,"Eustass""Captain""Kid",SR,,2381,527020,"Eustass""Captain""Kid (Alternate Art) (Manga)",EustassCaptainKid Alternate Art Manga,OP05-074,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-074,OP05,7,7,parallel_2,Parallel 2,official-cardlist,OP05-074_p2,OP05/parallel/OP05-074_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-074_p2.png?260305,OP05,0,
2673,803,OP05-074,,"Eustass""Captain""Kid",SR,,3344,586959,"Eustass""Captain""Kid (OP05-074) (Alternate Art)",EustassCaptainKid OP05 074 Alternate Art,OP05-074,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-074,PRB01,7,7,parallel_5,Parallel 5,official-cardlist,OP05-074_p5,PRB01/parallel/OP05-074_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-074_p5.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2674,803,OP05-074,,"Eustass""Captain""Kid",SR,,2381,527020,"Eustass""Captain""Kid (Alternate Art) (Manga)",EustassCaptainKid Alternate Art Manga,OP05-074,SR,,tcgcsv,low,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-074,OP05,7,7,alt,Prb01Alt,local-catalog,OP05-074::prb01alt,thumbs/OP05-074(PRB01alt).webp,,OP05,0,
2675,803,OP05-074,,"Eustass""Captain""Kid",SR,,3344,586959,"Eustass""Captain""Kid (OP05-074) (Alternate Art)",EustassCaptainKid OP05 074 Alternate Art,OP05-074,SR,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-074,PRB01,7,7,r1,R1,official-cardlist,OP05-074_r1,PRB01/reprint/OP05-074_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-074_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2676,803,OP05-074,,"Eustass""Captain""Kid",SR,,3344,586959,"Eustass""Captain""Kid (OP05-074) (Alternate Art)",EustassCaptainKid OP05 074 Alternate Art,OP05-074,SR,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-074,PRB01,7,7,r2,R2,official-cardlist,OP05-074_r2,PRB01/reprint/OP05-074_r2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-074_r2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2677,803,OP05-074,,"Eustass""Captain""Kid",SR,,2381,527020,"Eustass""Captain""Kid (Alternate Art) (Manga)",EustassCaptainKid Alternate Art Manga,OP05-074,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-074,OP05,7,7,sp,S P,local-catalog,OP05-074::s p,thumbs/OP05-074SP.webp,,OP05,0,
2688,806,OP05-077,,Gamma Knife,C,,4877,656074,Gamma Knife (Reprint),Gamma Knife Reprint,OP05-077,C,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-077,PRB02,3,3,parallel_1,Parallel 1,official-cardlist,OP05-077_p1,PRB02/parallel/OP05-077_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-077_p1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2689,806,OP05-077,,Gamma Knife,C,,4877,656074,Gamma Knife (Reprint),Gamma Knife Reprint,OP05-077,C,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-077,PRB02,3,3,r1,R1,official-cardlist,OP05-077_r1,PRB02/reprint/OP05-077_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-077_r1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2698,810,OP05-081,,One-Legged Toy Soldier,UC,,3299,586592,One-Legged Toy Soldier (Jolly Roger Foil),One Legged Toy Soldier Jolly Roger Foil,OP05-081,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-081,PRB01,5,5,parallel_2,Parallel 2,official-cardlist,OP05-081_p2,PRB01/parallel/OP05-081_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-081_p2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2699,810,OP05-081,,One-Legged Toy Soldier,UC,,3299,586592,One-Legged Toy Soldier (Jolly Roger Foil),One Legged Toy Soldier Jolly Roger Foil,OP05-081,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-081,PRB01,5,5,parallel_3,Parallel 3,official-cardlist,OP05-081_p3,PRB01/parallel/OP05-081_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-081_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2700,810,OP05-081,,One-Legged Toy Soldier,UC,,3299,586592,One-Legged Toy Soldier (Jolly Roger Foil),One Legged Toy Soldier Jolly Roger Foil,OP05-081,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-081,PRB01,5,5,parallel_4,Parallel 4,official-cardlist,OP05-081_p4,PRB01/parallel/OP05-081_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-081_p4.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2702,810,OP05-081,,One-Legged Toy Soldier,UC,,3299,586592,One-Legged Toy Soldier (Jolly Roger Foil),One Legged Toy Soldier Jolly Roger Foil,OP05-081,UC,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-081,PRB01,5,5,r1,R1,official-cardlist,OP05-081_r1,PRB01/reprint/OP05-081_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-081_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2705,811,OP05-082,,Shirahoshi,R,,3311,586604,Shirahoshi (OP05-082) (Full Art),Shirahoshi OP05 082 Full Art,OP05-082,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-082,PRB01,5,5,parallel_2,Parallel 2,official-cardlist,OP05-082_p2,PRB01/parallel/OP05-082_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-082_p2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2706,811,OP05-082,,Shirahoshi,R,,3311,586604,Shirahoshi (OP05-082) (Full Art),Shirahoshi OP05 082 Full Art,OP05-082,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-082,PRB01,5,5,parallel_3,Parallel 3,official-cardlist,OP05-082_p3,PRB01/parallel/OP05-082_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-082_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2707,811,OP05-082,,Shirahoshi,R,,3311,586604,Shirahoshi (OP05-082) (Full Art),Shirahoshi OP05 082 Full Art,OP05-082,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-082,PRB01,5,5,parallel_4,Parallel 4,official-cardlist,OP05-082_p4,PRB01/parallel/OP05-082_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-082_p4.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2709,811,OP05-082,,Shirahoshi,R,,3311,586604,Shirahoshi (OP05-082) (Full Art),Shirahoshi OP05 082 Full Art,OP05-082,R,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-082,PRB01,5,5,r1,R1,official-cardlist,OP05-082_r1,PRB01/reprint/OP05-082_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-082_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2724,817,OP05-088,,Mansherry,R,,2413,528037,Mansherry (Alternate Art),Mansherry Alternate Art,OP05-088,R,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-088,OP05,3,3,alt,Alt,local-catalog,OP05-088::alt,thumbs/OP05-088alt.webp,,OP05,0,
2725,817,OP05-088,,Mansherry,R,,2412,528036,Mansherry,Mansherry,OP05-088,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-088,OP05,3,3,parallel_1,Parallel 1,official-cardlist,OP05-088_p1,OP05/parallel/OP05-088_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-088_p1.png?260305,OP05,0,
2732,820,OP05-091,,Rebecca,SR,,2416,528166,Rebecca (Alternate Art),Rebecca Alternate Art,OP05-091,SR,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-091,OP05,6,6,alt,Alt,local-catalog,OP05-091::alt,thumbs/OP05-091alt.webp,,OP05,0,
2733,820,OP05-091,,Rebecca,SR,,2416,528166,Rebecca (Alternate Art),Rebecca Alternate Art,OP05-091,SR,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-091,OP05,6,6,alt,Alt Art 2,local-catalog,OP05-091::alt art 2,thumbs/OP05-091alt2.webp,,OP05,0,
2734,820,OP05-091,,Rebecca,SR,,2415,528165,Rebecca,Rebecca,OP05-091,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-091,OP05,6,6,sp,Alt SP,local-catalog,OP05-091::alt sp,thumbs/OP05-091alt(SP).webp,,OP05,0,
2735,820,OP05-091,,Rebecca,SR,,2415,528165,Rebecca,Rebecca,OP05-091,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-091,OP05,6,6,parallel_1,Parallel 1,official-cardlist,OP05-091_p1,OP05/parallel/OP05-091_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-091_p1.png?260305,OP05,0,
2737,820,OP05-091,,Rebecca,SR,,2415,528165,Rebecca,Rebecca,OP05-091,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-091,OP05,6,6,parallel_3,Parallel 3,official-cardlist,OP05-091_p3,REG2024W3/parallel/OP05-091_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-091_p3.png?260305,OP05,0,Regionals Wave 3
2738,820,OP05-091,,Rebecca,SR,,4721,654571,Rebecca (SP),Rebecca SP,OP05-091,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-091,PRB02,6,6,parallel_4,Parallel 4,official-cardlist,OP05-091_p4,PRB02/parallel/OP05-091_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-091_p4.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2739,820,OP05-091,,Rebecca,SR,,2416,528166,Rebecca (Alternate Art),Rebecca Alternate Art,OP05-091,SR,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-091,OP05,6,6,alt,Prb02,local-catalog,OP05-091::prb02,thumbs/OP05-091(PRB02).webp,,OP05,0,
2740,820,OP05-091,,Rebecca,SR,,4721,654571,Rebecca (SP),Rebecca SP,OP05-091,SR,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-091,PRB02,6,6,r1,R1,official-cardlist,OP05-091_r1,PRB02/reprint/OP05-091_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-091_r1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2745,822,OP05-093,,Rob Lucci,SP CARD,,2404,527666,Rob Lucci (093) (Alternate Art),Rob Lucci 093 Alternate Art,OP05-093,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;card_name_substring_product;source_tcgcsv,1,OP05-093,OP05,4,4,promo,2Nd Anniversary Alt,local-catalog,OP05-093::2nd anniversary alt,thumbs/OP05-093(2nd anniversary alt).webp,,OP05,0,
2746,822,OP05-093,,Rob Lucci,SP CARD,,2404,527666,Rob Lucci (093) (Alternate Art),Rob Lucci 093 Alternate Art,OP05-093,SR,,tcgcsv,medium,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-093,OP05,4,4,alt,Alt,local-catalog,OP05-093::alt,thumbs/OP05-093alt.webp,,OP05,0,
2747,822,OP05-093,,Rob Lucci,SP CARD,,2404,527666,Rob Lucci (093) (Alternate Art),Rob Lucci 093 Alternate Art,OP05-093,SR,,tcgcsv,medium,103,market_number_eq_canonical_or_extracted;set_code_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-093,OP05,4,4,alt,Alt Art 2,local-catalog,OP05-093::alt art 2,thumbs/OP05-093alt2.webp,,OP05,0,
2748,822,OP05-093,,Rob Lucci,SP CARD,,2404,527666,Rob Lucci (093) (Alternate Art),Rob Lucci 093 Alternate Art,OP05-093,SR,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-093,OP05,4,4,parallel_1,Parallel 1,official-cardlist,OP05-093_p1,OP05/parallel/OP05-093_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-093_p1.png?260305,OP05,0,
2750,822,OP05-093,,Rob Lucci,SP CARD,,2404,527666,Rob Lucci (093) (Alternate Art),Rob Lucci 093 Alternate Art,OP05-093,SR,,tcgcsv,low,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,1,OP05-093,OP05,4,4,sp,S Palt,local-catalog,OP05-093::s palt,thumbs/OP05-093SPalt.webp,,OP05,0,
2759,826,OP05-097,,Mary Geoise,C,,4901,656102,Mary Geoise (Reprint),Mary Geoise Reprint,OP05-097,C,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-097,PRB02,5,5,parallel_1,Parallel 1,official-cardlist,OP05-097_p1,PRB02/parallel/OP05-097_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-097_p1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2760,826,OP05-097,,Mary Geoise,C,,4901,656102,Mary Geoise (Reprint),Mary Geoise Reprint,OP05-097,C,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-097,PRB02,5,5,parallel_2,Parallel 2,official-cardlist,OP05-097_p2,PRB02/parallel/OP05-097_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-097_p2.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2762,826,OP05-097,,Mary Geoise,C,,4901,656102,Mary Geoise (Reprint),Mary Geoise Reprint,OP05-097,C,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-097,PRB02,5,5,r1,R1,official-cardlist,OP05-097_r1,PRB02/reprint/OP05-097_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-097_r1.png?260305,PRB02,0,-ONE PIECE CARD THE BEST vol.2- [PRB-02]
2765,827,OP05-098,,Enel,L,,2382,527021,Enel (098) (Alternate Art),Enel 098 Alternate Art,OP05-098,L,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-098,OP05,4,4,alt,Alt,local-catalog,OP05-098::alt,thumbs/OP05-098(alt).webp,,OP05,0,
2766,827,OP05-098,,Enel,L,,2382,527021,Enel (098) (Alternate Art),Enel 098 Alternate Art,OP05-098,L,,tcgcsv,medium,127,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-098,OP05,4,4,alt,Best Alt,local-catalog,OP05-098::best alt,thumbs/OP05-098(best alt).webp,,OP05,0,
2767,827,OP05-098,,Enel,L,,2382,527021,Enel (098) (Alternate Art),Enel 098 Alternate Art,OP05-098,L,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-098,OP05,4,4,parallel_1,Parallel 1,official-cardlist,OP05-098_p1,OP05/parallel/OP05-098_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-098_p1.png?260305,OP05,0,
2769,827,OP05-098,,Enel,L,,2382,527021,Enel (098) (Alternate Art),Enel 098 Alternate Art,OP05-098,L,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-098,OP05,4,4,promo,Sound Loader Alt,local-catalog,OP05-098::sound loader alt,thumbs/OP05-098 SOUND LOADER alt.webp,,OP05,0,
2774,829,OP05-100,,Enel,SR,,2399,527661,Enel (100) (Alternate Art),Enel 100 Alternate Art,OP05-100,SR,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-100,OP05,3,3,alt,Alt,local-catalog,OP05-100::alt,thumbs/OP05-100alt.webp,,OP05,0,
2775,829,OP05-100,,Enel,SR,,2399,527661,Enel (100) (Alternate Art),Enel 100 Alternate Art,OP05-100,SR,,tcgcsv,medium,115,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;alt_art_signal;card_name_substring_product;source_tcgcsv,1,OP05-100,OP05,3,3,alt,Alt Art 2,local-catalog,OP05-100::alt art 2,thumbs/OP05-100alt2.webp,,OP05,0,
2776,829,OP05-100,,Enel,SR,,2383,527022,Enel (100),Enel 100,OP05-100,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-100,OP05,3,3,parallel_1,Parallel 1,official-cardlist,OP05-100_p1,OP05/parallel/OP05-100_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-100_p1.png?260305,OP05,0,
2777,829,OP05-100,,Enel,SR,,2383,527022,Enel (100),Enel 100,OP05-100,SR,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-100,OP05,3,3,parallel_2,Parallel 2,official-cardlist,OP05-100_p2,OP05/parallel/OP05-100_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-100_p2.png?260305,OP05,0,
2782,831,OP05-102,,Gedatsu,R,,2418,528169,Gedatsu (Alternate Art),Gedatsu Alternate Art,OP05-102,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-102,OP05,8,8,operator_review,A T,local-catalog,OP05-102::a t,thumbs/OP05-102at.webp,,OP05,0,
2783,831,OP05-102,,Gedatsu,R,,2418,528169,Gedatsu (Alternate Art),Gedatsu Alternate Art,OP05-102,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-102,OP05,8,8,parallel_1,Parallel 1,official-cardlist,OP05-102_p1,OP05/parallel/OP05-102_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-102_p1.png?260305,OP05,0,
2791,834,OP05-105,,Satori,R,,3322,586804,Satori (Alternate Art),Satori Alternate Art,OP05-105,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-105,PRB01,6,6,parallel_2,Parallel 2,official-cardlist,OP05-105_p2,PRB01/parallel/OP05-105_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-105_p2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2792,834,OP05-105,,Satori,R,,3322,586804,Satori (Alternate Art),Satori Alternate Art,OP05-105,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-105,PRB01,6,6,parallel_3,Parallel 3,official-cardlist,OP05-105_p3,PRB01/parallel/OP05-105_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-105_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2793,834,OP05-105,,Satori,R,,3322,586804,Satori (Alternate Art),Satori Alternate Art,OP05-105,R,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-105,PRB01,6,6,parallel_4,Parallel 4,official-cardlist,OP05-105_p4,PRB01/parallel/OP05-105_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-105_p4.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2795,834,OP05-105,,Satori,R,,3322,586804,Satori (Alternate Art),Satori Alternate Art,OP05-105,R,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-105,PRB01,6,6,r1,R1,official-cardlist,OP05-105_r1,PRB01/reprint/OP05-105_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-105_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2818,843,OP05-114,,El Thor,UC,,3421,593477,El Thor (Jolly Roger Foil),El Thor Jolly Roger Foil,OP05-114,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-114,PRB01,4,4,parallel_2,Parallel 2,official-cardlist,OP05-114_p2,PRB01/parallel/OP05-114_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-114_p2.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2819,843,OP05-114,,El Thor,UC,,3421,593477,El Thor (Jolly Roger Foil),El Thor Jolly Roger Foil,OP05-114,UC,,tcgcsv,low,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,1,OP05-114,PRB01,4,4,parallel_3,Parallel 3,official-cardlist,OP05-114_p3,PRB01/parallel/OP05-114_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-114_p3.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
2820,843,OP05-114,,El Thor,UC,,3421,593477,El Thor (Jolly Roger Foil),El Thor Jolly Roger Foil,OP05-114,UC,,tcgcsv,low,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,1,OP05-114,PRB01,4,4,r1,R1,official-cardlist,OP05-114_r1,PRB01/reprint/OP05-114_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-114_r1.png?260305,PRB01,0,-ONE PIECE CARD THE BEST- [PRB-01]
