card_variant_id,card_canonical_code,card_name,candidate_market_product_pk,candidate_market_product_external_id,match_score,match_reasons,match_confidence,needs_manual_review,cv_variant_key,cv_variant_label,cv_print_id,cv_image_path
6558,P-083,Shanks,1476,619202,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,promo,Championship,P-083::championship,thumbs/P-083(championship).webp
6559,P-083,Shanks,1476,619202,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,P-083_p1,CS2526EP/parallel/P-083_p1.png
6560,P-083,Shanks,1476,619202,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,P-083_p2,_unclassified/parallel/P-083_p2.png
6561,P-083,Shanks,5020,656237,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,P-083_p3,PRB02/parallel/P-083_p3.png
6562,P-083,Shanks,5020,656237,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,P-083_r1,PRB02/reprint/P-083_r1.png
6567,P-085,Jewelry Bonney,1639,646728,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,P-085::alt,thumbs/P-085(alt).webp
6568,P-085,Jewelry Bonney,1639,646728,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,P-085_p1,ORFC2025V2/parallel/P-085_p1.png
6569,P-085,Jewelry Bonney,1639,646728,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,P-085_p2,_unclassified/parallel/P-085_p2.png
6570,P-085,Jewelry Bonney,5016,656230,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,P-085_p3,PRB02/parallel/P-085_p3.png
6571,P-085,Jewelry Bonney,5016,656230,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,P-085_r1,PRB02/reprint/P-085_r1.png
6576,P-088,Trafalgar Law,5008,656220,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,P-088_p3,P/base/P-088_p3.png
6577,P-088,Trafalgar Law,5008,656220,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,P-088_r1,PRB02/reprint/P-088_r1.png
6580,P-089,Tony Tony.Chopper,1642,646731,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,P-089_p1,ORFC2025V2/parallel/P-089_p1.png
6581,P-089,Tony Tony.Chopper,1642,646731,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,P-089_p2,_unclassified/parallel/P-089_p2.png
6588,P-092,Koby,1649,646740,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,P-092_p1,OP12RE/parallel/P-092_p1.png
6589,P-092,Koby,1649,646740,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,P-092_p2,OP12RE/parallel/P-092_p2.png
6597,P-096,Girl,1885,671883,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,P-096_p1,OP14RE/parallel/P-096_p1.png
6630,P-111,Nico Robin,1898,676843,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,promo,Bisai,P-111::bisai,thumbs/P-111(BISAI).webp
6631,P-111,Nico Robin,1898,676843,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,promo,Koushirokushiro,P-111::koushirokushiro,thumbs/P-111(KoushiRokushiro).webp
6632,P-111,Nico Robin,1898,676843,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,P-111_p1,HBWP01/parallel/P-111_p1.png
6634,P-112,Nami,1899,676844,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,promo,Bisai,P-112::bisai,thumbs/P-112(BISAI).webp
6635,P-112,Nami,1899,676844,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,promo,Koushirokushiro,P-112::koushirokushiro,thumbs/P-112(KoushiRokushiro).webp
6636,P-112,Nami,1899,676844,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,P-112_p1,HBWP01/parallel/P-112_p1.png
6638,P-113,Jewelry Bonney,1900,676845,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,promo,Bisai,P-113::bisai,thumbs/P-113(BISAI).webp
6639,P-113,Jewelry Bonney,1900,676845,89,market_number_eq_canonical_or_extracted;set_code_match;card_name_substring_product;source_tcgcsv,low,1,promo,Koushirokushiro,P-113::koushirokushiro,thumbs/P-113(KoushiRokushiro).webp
6640,P-113,Jewelry Bonney,1900,676845,77,market_number_eq_canonical_or_extracted;set_code_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,P-113_p1,HBWP01/parallel/P-113_p1.png
6665,PRB01-001,Sanji,3313,586607,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB01-001_p1,PRB01/parallel/PRB01-001_p1.png
6669,PRB02-001,Koby,4679,653428,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-001_p1,PRB02/parallel/PRB02-001_p1.png
6673,PRB02-002,Trafalgar Law,4677,653423,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-002_p1,PRB02/parallel/PRB02-002_p1.png
6677,PRB02-003,Lucky.Roux,4663,653261,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-003_p1,PRB02/parallel/PRB02-003_p1.png
6681,PRB02-004,Jewelry Bonney,4665,653263,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-004_p1,PRB02/parallel/PRB02-004_p1.png
6685,PRB02-005,Monkey.D.Luffy,4667,653265,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-005_p1,PRB02/parallel/PRB02-005_p1.png
6689,PRB02-006,Roronoa Zoro,4681,653430,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-006_p1,PRB02/parallel/PRB02-006_p1.png
6691,PRB02-006,Roronoa Zoro,4681,653430,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,PRB02-006::sp,thumbs/PRB02-006(SP).webp
6695,PRB02-007,Jinbe,4689,653601,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-007_p1,PRB02/parallel/PRB02-007_p1.png
6699,PRB02-008,Marco,4687,653586,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-008_p1,PRB02/parallel/PRB02-008_p1.png
6703,PRB02-009,Mr.3(Galdino),4671,653397,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-009_p1,PRB02/parallel/PRB02-009_p1.png
6707,PRB02-010,Charlotte Pudding,4683,653535,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-010_p1,PRB02/parallel/PRB02-010_p1.png
6711,PRB02-011,Donquixote Doflamingo,4685,653542,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-011_p1,PRB02/parallel/PRB02-011_p1.png
6715,PRB02-012,Nami,4669,653392,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-012_p1,PRB02/parallel/PRB02-012_p1.png
6719,PRB02-013,Gecko Moria,4699,653842,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-013_p1,PRB02/parallel/PRB02-013_p1.png
6723,PRB02-014,Sabo,4697,653840,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-014_p1,PRB02/parallel/PRB02-014_p1.png
6724,PRB02-014,Sabo,4697,653840,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,sp,SP,PRB02-014::sp,thumbs/PRB02-014(SP).webp
6728,PRB02-015,Shiryu,4675,653403,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-015_p1,PRB02/parallel/PRB02-015_p1.png
6732,PRB02-016,Otama,4673,653400,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-016_p1,PRB02/parallel/PRB02-016_p1.png
6736,PRB02-017,Boa Hancock,4701,653857,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-017_p1,PRB02/parallel/PRB02-017_p1.png
6740,PRB02-018,Portgas.D.Ace,4703,653860,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,PRB02-018_p1,PRB02/parallel/PRB02-018_p1.png
6780,ST01-006,Tony Tony.Chopper,3254,586180,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_6,Parallel 6,ST01-006_p6,PRB01/parallel/ST01-006_p6.png
6781,ST01-006,Tony Tony.Chopper,3254,586180,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_7,Parallel 7,ST01-006_p7,PRB01/parallel/ST01-006_p7.png
6782,ST01-006,Tony Tony.Chopper,3254,586180,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_8,Parallel 8,ST01-006_p8,PRB01/parallel/ST01-006_p8.png
6784,ST01-006,Tony Tony.Chopper,3254,586180,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST01-006_r1,PRB01/reprint/ST01-006_r1.png
6825,ST01-011,Brook,4994,656201,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,ST01-011_p4,PRB02/parallel/ST01-011_p4.png
6827,ST01-011,Brook,4994,656201,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST01-011_r1,PRB02/reprint/ST01-011_r1.png
6835,ST01-012,Monkey.D.Luffy,2386,527027,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST01-012_p2,OP05/parallel/ST01-012_p2.png
6836,ST01-012,Monkey.D.Luffy,2386,527027,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST01-012_p3,OP05/parallel/ST01-012_p3.png
6852,ST01-014,Guard Point,3457,593576,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST01-014_p2,PRB01/parallel/ST01-014_p2.png
6853,ST01-014,Guard Point,3457,593576,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST01-014_p3,PRB01/parallel/ST01-014_p3.png
6854,ST01-014,Guard Point,3457,593576,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST01-014_r1,PRB01/reprint/ST01-014_r1.png
6873,ST02-004,"Capone""Gang""Bege",3338,586894,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST02-004_p2,PRB01/parallel/ST02-004_p2.png
6874,ST02-004,"Capone""Gang""Bege",3338,586894,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST02-004_p3,PRB01/parallel/ST02-004_p3.png
6875,ST02-004,"Capone""Gang""Bege",3338,586894,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,ST02-004_p4,PRB01/parallel/ST02-004_p4.png
6877,ST02-004,"Capone""Gang""Bege",3338,586894,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST02-004_r1,PRB01/reprint/ST02-004_r1.png
6887,ST02-007,Jewelry Bonney,4984,656190,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST02-007_p3,PRB02/parallel/ST02-007_p3.png
6888,ST02-007,Jewelry Bonney,4984,656190,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST02-007_r1,PRB02/reprint/ST02-007_r1.png
6930,ST03-004,Gecko Moria,689,288270,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST03-004_r1,ST17/reprint/ST03-004_r1.png
6936,ST03-005,Dracule Mihawk,3460,593580,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,ST03-005_p4,PRB01/parallel/ST03-005_p4.png
6937,ST03-005,Dracule Mihawk,3460,593580,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_5,Parallel 5,ST03-005_p5,PRB01/parallel/ST03-005_p5.png
6938,ST03-005,Dracule Mihawk,690,288272,67,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST03-005_r1,ST17/reprint/ST03-005_r1.png
6939,ST03-005,Dracule Mihawk,3460,593580,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r2,R2,ST03-005_r2,PRB01/reprint/ST03-005_r2.png
6956,ST03-008,Trafalgar Law,3462,593583,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_6,Parallel 6,ST03-008_p6,PRB01/parallel/ST03-008_p6.png
6957,ST03-008,Trafalgar Law,3462,593583,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_7,Parallel 7,ST03-008_p7,PRB01/parallel/ST03-008_p7.png
6958,ST03-008,Trafalgar Law,693,288277,67,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST03-008_r1,ST17/reprint/ST03-008_r1.png
6959,ST03-008,Trafalgar Law,3462,593583,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r2,R2,ST03-008_r2,PRB01/reprint/ST03-008_r2.png
6976,ST03-013,Boa Hancock,3340,586896,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST03-013_p2,PRB01/parallel/ST03-013_p2.png
6977,ST03-013,Boa Hancock,3340,586896,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST03-013_p3,PRB01/parallel/ST03-013_p3.png
6978,ST03-013,Boa Hancock,3340,586896,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,ST03-013_p4,PRB01/parallel/ST03-013_p4.png
6980,ST03-013,Boa Hancock,3340,586896,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST03-013_r1,PRB01/reprint/ST03-013_r1.png
7017,ST04-005,Queen,3466,593587,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST04-005_p3,PRB01/parallel/ST04-005_p3.png
7018,ST04-005,Queen,3466,593587,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_4,Parallel 4,ST04-005_p4,PRB01/parallel/ST04-005_p4.png
7019,ST04-005,Queen,3466,593587,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST04-005_r1,PRB01/reprint/ST04-005_r1.png
7054,ST04-016,Blast Breath,3468,593589,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST04-016_p2,PRB01/parallel/ST04-016_p2.png
7055,ST04-016,Blast Breath,3468,593589,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST04-016_p3,PRB01/parallel/ST04-016_p3.png
7057,ST04-016,Blast Breath,3468,593589,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST04-016_r1,PRB01/reprint/ST04-016_r1.png
7126,ST06-008,Hina,4979,656184,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,ST06-008_p1,PRB02/parallel/ST06-008_p1.png
7127,ST06-008,Hina,4979,656184,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST06-008_r1,PRB02/reprint/ST06-008_r1.png
7132,ST06-010,Helmeppo,3469,593673,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST06-010_p2,PRB01/parallel/ST06-010_p2.png
7133,ST06-010,Helmeppo,3469,593673,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST06-010_p3,PRB01/parallel/ST06-010_p3.png
7135,ST06-010,Helmeppo,3469,593673,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST06-010_r1,PRB01/reprint/ST06-010_r1.png
7145,ST06-014,Shockwave,3471,593675,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST06-014_p2,PRB01/parallel/ST06-014_p2.png
7146,ST06-014,Shockwave,3471,593675,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST06-014_p3,PRB01/parallel/ST06-014_p3.png
7147,ST06-014,Shockwave,3471,593675,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST06-014_r1,PRB01/reprint/ST06-014_r1.png
7170,ST07-007,Charlotte Brulee,3472,593676,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST07-007_p2,PRB01/parallel/ST07-007_p2.png
7171,ST07-007,Charlotte Brulee,3472,593676,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST07-007_p3,PRB01/parallel/ST07-007_p3.png
7172,ST07-007,Charlotte Brulee,3472,593676,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST07-007_r1,PRB01/reprint/ST07-007_r1.png
7258,ST09-014,Narikabura Arrow,3474,593678,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST09-014_p2,PRB01/parallel/ST09-014_p2.png
7259,ST09-014,Narikabura Arrow,3474,593678,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_3,Parallel 3,ST09-014_p3,PRB01/parallel/ST09-014_p3.png
7260,ST09-014,Narikabura Arrow,3474,593678,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST09-014_r1,PRB01/reprint/ST09-014_r1.png
7274,ST10-005,Jinbe,1242,557290,67,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;card_name_substring_product;source_tcgcsv,low,1,promo,1St Anniversary Alt,ST10-005::1st anniversary alt,thumbs/ST10-005(1st anniversary alt).webp
7275,ST10-005,Jinbe,1242,557290,55,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_mismatch_penalty;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_1,Parallel 1,ST10-005_p1,ANN1EN/parallel/ST10-005_p1.png
7276,ST10-005,Jinbe,4974,656178,101,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;parallel_variant_no_parallel_market_penalty;card_name_substring_product;source_tcgcsv,low,1,parallel_2,Parallel 2,ST10-005_p2,PRB02/parallel/ST10-005_p2.png
7277,ST10-005,Jinbe,4974,656178,113,market_number_eq_canonical_or_extracted;image_basename_number_agrees;set_code_match;rarity_match;card_name_substring_product;source_tcgcsv,low,1,r1,R1,ST10-005_r1,PRB02/reprint/ST10-005_r1.png
7280,ST10-006,Monkey.D.Luffy,1235,557283,55,market_number_eq_canonical_or_extracted;set_code_mismatch_penalty;rarity_match;card_name_substring_product;source_tcgcsv,low,1,alt,Alt,ST10-006::alt,thumbs/ST10-006alt.webp
