card_code,printing_id,variant_key,current_local_path,candidate_paths_checked,matched_path,file_exists,reconciliation_type
OP01-103,1116,base,OP01/base/thumbs/OP01-103.webp,OP01\base\OP01-103.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-103.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-103.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-103.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-103.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-103.png,YES,THUMBS_TO_BASE_FIX
OP01-104,1118,base,OP01/base/thumbs/OP01-104.webp,OP01\base\OP01-104.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-104.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-104.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-104.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-104.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-104.png,YES,THUMBS_TO_BASE_FIX
OP01-105,1120,base,OP01/base/thumbs/OP01-105.webp,OP01\base\OP01-105.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-105.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-105.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-105.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-105.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-105.png,YES,THUMBS_TO_BASE_FIX
OP01-106,1122,base,OP01/base/thumbs/OP01-106.webp,OP01\base\OP01-106.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-106.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-106.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-106.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-106.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-106.png,YES,THUMBS_TO_BASE_FIX
OP01-107,1124,base,OP01/base/thumbs/OP01-107.webp,OP01\base\OP01-107.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-107.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-107.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-107.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-107.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-107.png,YES,THUMBS_TO_BASE_FIX
OP01-108,1126,base,OP01/base/thumbs/OP01-108.webp,OP01\base\OP01-108.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-108.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-108.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-108.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-108.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-108.png,YES,THUMBS_TO_BASE_FIX
OP01-109,1129,base,OP01/base/thumbs/OP01-109.webp,OP01\base\OP01-109.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-109.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-109.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-109.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-109.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-109.png,YES,THUMBS_TO_BASE_FIX
OP01-110,1133,base,OP01/base/thumbs/OP01-110.webp,OP01\base\OP01-110.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-110.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-110.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-110.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-110.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-110.png,YES,THUMBS_TO_BASE_FIX
OP01-111,1135,base,OP01/base/thumbs/OP01-111.webp,OP01\base\OP01-111.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-111.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-111.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-111.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-111.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-111.png,YES,THUMBS_TO_BASE_FIX
OP01-112,1137,base,OP01/base/thumbs/OP01-112.webp,OP01\base\OP01-112.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-112.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-112.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-112.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-112.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-112.png,YES,THUMBS_TO_BASE_FIX
OP01-113,1139,base,OP01/base/thumbs/OP01-113.webp,OP01\base\OP01-113.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-113.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-113.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-113.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-113.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-113.png,YES,THUMBS_TO_BASE_FIX
OP01-114,1141,base,OP01/base/thumbs/OP01-114.webp,OP01\base\OP01-114.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-114.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-114.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-114.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-114.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-114.png,YES,THUMBS_TO_BASE_FIX
OP01-115,1144,base,OP01/base/thumbs/OP01-115.webp,OP01\base\OP01-115.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-115.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-115.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-115.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-115.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-115.png,YES,THUMBS_TO_BASE_FIX
OP01-116,1146,base,OP01/base/thumbs/OP01-116.webp,OP01\base\OP01-116.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-116.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-116.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-116.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-116.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-116.png,YES,THUMBS_TO_BASE_FIX
OP01-117,1148,base,OP01/base/thumbs/OP01-117.webp,OP01\base\OP01-117.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-117.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-117.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-117.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-117.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-117.png,YES,THUMBS_TO_BASE_FIX
OP01-118,1150,base,OP01/base/thumbs/OP01-118.webp,OP01\base\OP01-118.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-118.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-118.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-118.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-118.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-118.png,YES,THUMBS_TO_BASE_FIX
OP01-119,1152,base,OP01/base/thumbs/OP01-119.webp,OP01\base\OP01-119.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-119.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-119.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-119.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-119.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-119.png,YES,THUMBS_TO_BASE_FIX
OP01-120,1154,base,OP01/base/thumbs/OP01-120.webp,OP01\base\OP01-120.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-120.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-120.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-120.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-120.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-120.png,YES,THUMBS_TO_BASE_FIX
OP01-121,1165,base,OP01/base/thumbs/OP01-121.webp,OP01\base\OP01-121.webp [THUMBS_REMOVED_SAME_EXT] -> MISSING | OP01\base\OP01-121.png [THUMBS_TO_BASE_FIX] -> EXISTS | OP01\base\thumbs\OP01-121.png [EXTENSION_FIX] -> MISSING | OP01\base\OP01-121.jpg [THUMBS_TO_BASE_JPG] -> MISSING | OP01/base/thumbs/OP01-121.webp [PATH_ONLY_FIX] -> MISSING,OP01\base\OP01-121.png,YES,THUMBS_TO_BASE_FIX
