card_code,printing_id,variant_key,mapped_product_id,market_price,mid_price,low_price,image_path,mapping_confidence,release_set_code,certification_status,failure_reason
OP01-057,973,parallel_1,,,,,BCV1/parallel/OP01-057_p1.png,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-058,974,base,386,0.51,0.75,0.26,OP01/base/OP01-058.png,HIGH,OP01,CERTIFIED,
OP01-059,976,base,387,0.09,0.15,0.01,OP01/base/OP01-059.png,HIGH,OP01,CERTIFIED,
OP01-060,980,alt,,,,,thumbs/OP01-060 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-060,983,alt,,,,,thumbs/OP01-060(ST17alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-060,978,base,388,0.4,0.44,0.15,OP01/base/OP01-060.png,HIGH,OP01,CERTIFIED,
OP01-060,981,parallel_1,,,,,OP01/parallel/OP01-060_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-060,982,parallel_2,,,,,ST17/parallel/OP01-060_p2.png,,ST17,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-061,986,alt,,,,,thumbs/OP01-061 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-061,984,base,321,0.32,0.35,0.22,OP01/base/OP01-061.png,HIGH,OP01,CERTIFIED,
OP01-061,987,parallel_1,,,,,OP01/parallel/OP01-061_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-062,990,alt,,,,,thumbs/OP01-062 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-062,988,base,391,0.29,0.32,0.15,OP01/base/OP01-062.png,HIGH,OP01,CERTIFIED,
OP01-062,991,parallel_1,,,,,OP01/parallel/OP01-062_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-063,992,base,393,0.18,0.2,0.02,OP01/base/OP01-063.png,HIGH,OP01,CERTIFIED,
OP01-064,996,alt,,,,,thumbs/OP01-064alt.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-064,994,base,394,0.1,0.19,0.03,OP01/base/OP01-064.png,HIGH,OP01,CERTIFIED,
OP01-064,997,parallel_1,,,,,OP01/parallel/OP01-064_p1.png,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-065,998,base,395,0.07,0.15,0.01,OP01/base/OP01-065.png,HIGH,OP01,CERTIFIED,
OP01-066,1000,base,396,0.06,0.15,0.01,OP01/base/OP01-066.png,HIGH,OP01,CERTIFIED,
OP01-067,1004,alt,,,,,thumbs/OP01-067 (Alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-067,1002,base,323,0.83,0.99,0.25,OP01/base/OP01-067.png,HIGH,OP01,CERTIFIED,
OP01-067,1005,parallel_1,,,,,OP01/parallel/OP01-067_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-068,1006,base,398,0.29,0.29,0.15,OP01/base/OP01-068.png,HIGH,OP01,CERTIFIED,
OP01-069,1008,base,399,0.38,0.35,0.1,OP01/base/OP01-069.png,HIGH,OP01,CERTIFIED,
OP01-070,1012,alt,,,,,thumbs/OP01-070 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-070,1013,alt,,,,,thumbs/OP01-070alt2.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-070,1017,alt,,,,,thumbs/OP01-070(PRB01alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-070,1010,base,400,1.97,2.48,1.0,OP01/base/OP01-070.png,HIGH,OP01,CERTIFIED,
OP01-070,1014,parallel_1,3285,22.27,20.0,14.49,OP01/parallel/OP01-070_p1.png,HIGH,OP01,CERTIFIED,
OP01-070,1015,parallel_2,,,,,_unclassified/parallel/OP01-070_p2.png,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-070,1016,parallel_4,,,,,PRB01/parallel/OP01-070_p4.png,,PRB01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-070,1018,r1,400,1.97,2.48,1.0,OP01/base/OP01-070.png,reprint_share,PRB01,CERTIFIED,
OP01-071,1019,base,402,0.19,0.25,0.1,OP01/base/OP01-071.png,HIGH,OP01,CERTIFIED,
OP01-072,1021,base,403,0.1,0.15,0.01,OP01/base/OP01-072.png,HIGH,OP01,CERTIFIED,
OP01-073,1025,alt,,,,,thumbs/OP01-073 (Alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-073,1023,base,404,0.33,0.5,0.02,OP01/base/OP01-073.png,HIGH,OP01,CERTIFIED,
OP01-073,1026,parallel_1,,,,,OP01/parallel/OP01-073_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-073,1027,parallel_2,,,,,OP07/parallel/OP01-073_p2.png,,OP07,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-073,1028,r1,404,0.33,0.5,0.02,OP01/base/OP01-073.png,reprint_share,ST17,CERTIFIED,
OP01-073,1029,sp,,,,,thumbs/OP01-073SP.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-074,1030,base,406,0.28,0.31,0.07,OP01/base/OP01-074.png,HIGH,OP01,CERTIFIED,
OP01-075,1032,base,407,0.16,0.22,0.05,OP01/base/OP01-075.png,HIGH,OP01,CERTIFIED,
OP01-076,1034,base,408,0.07,0.15,0.01,OP01/base/OP01-076.png,HIGH,OP01,CERTIFIED,
OP01-077,1038,alt,,,,,thumbs/OP01-077 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-077,1039,alt,,,,,thumbs/OP01-077alt2.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-077,1040,alt,,,,,thumbs/OP01-077Alt3.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-077,1036,base,409,0.68,1.0,0.5,OP01/base/OP01-077.png,HIGH,OP01,CERTIFIED,
OP01-077,1041,parallel_1,,,,,OP01/parallel/OP01-077_p1.png,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-078,1044,alt,,,,,thumbs/OP01-078 (Alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-078,1048,alt,,,,,thumbs/OP01-078(PRB01alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-078,1042,base,410,1.32,2.5,0.7,OP01/base/OP01-078.png,HIGH,OP01,CERTIFIED,
OP01-078,1045,parallel_1,3284,38.73,40.17,33.9,OP01/parallel/OP01-078_p1.png,HIGH,OP01,CERTIFIED,
OP01-078,1046,parallel_2,,,,,OP04/parallel/OP01-078_p2.png,,OP04,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-078,1047,parallel_4,,,,,PRB01/parallel/OP01-078_p4.png,,PRB01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-078,1049,r1,410,1.32,2.5,0.7,OP01/base/OP01-078.png,reprint_share,PRB01,CERTIFIED,
OP01-078,1050,sp,,,,,thumbs/OP01-078SP.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-079,1053,alt,,,,,thumbs/OP01-079(alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-079,1051,base,412,0.85,0.95,0.24,OP01/base/OP01-079.png,HIGH,OP01,CERTIFIED,
OP01-080,1054,base,413,0.09,0.15,0.03,OP01/base/OP01-080.png,HIGH,OP01,CERTIFIED,
OP01-081,1056,base,414,0.06,0.15,0.01,OP01/base/OP01-081.png,HIGH,OP01,CERTIFIED,
OP01-082,1058,base,415,0.1,0.15,0.02,OP01/base/OP01-082.png,HIGH,OP01,CERTIFIED,
OP01-083,1060,base,416,0.1,0.2,0.01,OP01/base/OP01-083.png,HIGH,OP01,CERTIFIED,
OP01-084,1062,base,417,0.17,0.21,0.03,OP01/base/OP01-084.png,HIGH,OP01,CERTIFIED,
OP01-085,1064,base,418,0.13,0.2,0.03,OP01/base/OP01-085.png,HIGH,OP01,CERTIFIED,
OP01-086,1066,base,419,0.32,0.34,0.04,OP01/base/OP01-086.png,HIGH,OP01,CERTIFIED,
OP01-086,1068,r1,419,0.32,0.34,0.04,OP01/base/OP01-086.png,reprint_share,ST17,CERTIFIED,
OP01-087,1069,base,420,0.08,0.15,0.01,OP01/base/OP01-087.png,HIGH,OP01,CERTIFIED,
OP01-088,1071,base,421,0.37,0.55,0.2,OP01/base/OP01-088.png,HIGH,OP01,CERTIFIED,
OP01-089,1073,base,422,0.09,0.15,0.01,OP01/base/OP01-089.png,HIGH,OP01,CERTIFIED,
OP01-090,1075,base,423,0.15,0.2,0.05,OP01/base/OP01-090.png,HIGH,OP01,CERTIFIED,
OP01-091,1079,alt,,,,,thumbs/OP01-091 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-091,1077,base,424,0.28,0.28,0.1,OP01/base/OP01-091.png,HIGH,OP01,CERTIFIED,
OP01-091,1080,parallel_1,,,,,OP01/parallel/OP01-091_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-092,1081,base,426,0.07,0.15,0.01,OP01/base/OP01-092.png,HIGH,OP01,CERTIFIED,
OP01-093,1085,alt,,,,,thumbs/OP01-093 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-093,1086,alt,,,,,thumbs/OP01-093(alt2).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-093,1083,base,427,0.34,0.37,0.05,OP01/base/OP01-093.png,HIGH,OP01,CERTIFIED,
OP01-093,1087,parallel_1,,,,,OP01/parallel/OP01-093_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-094,1090,alt,,,,,thumbs/OP01-094 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-094,1091,alt,,,,,thumbs/OP01-094alt2.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-094,1088,base,325,3.95,5.0,2.49,OP01/base/OP01-094.png,HIGH,OP01,CERTIFIED,
OP01-094,1092,parallel_1,,,,,OP01/parallel/OP01-094_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-095,1093,base,430,0.14,0.2,0.05,OP01/base/OP01-095.png,HIGH,OP01,CERTIFIED,
OP01-096,1097,alt,,,,,thumbs/OP01-096 (Alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-096,1095,base,431,0.66,0.95,0.45,OP01/base/OP01-096.png,HIGH,OP01,CERTIFIED,
OP01-096,1098,parallel_1,,,,,OP01/parallel/OP01-096_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-097,1099,base,433,0.23,0.25,0.06,OP01/base/OP01-097.png,HIGH,OP01,CERTIFIED,
OP01-097,1101,parallel_1,,,,,OP01/parallel/OP01-097_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-098,1102,base,435,0.15,0.25,0.09,OP01/base/OP01-098.png,HIGH,OP01,CERTIFIED,
OP01-099,1104,base,436,0.07,0.15,0.01,OP01/base/OP01-099.png,HIGH,OP01,CERTIFIED,
OP01-100,1106,base,437,0.07,0.15,0.01,OP01/base/OP01-100.png,HIGH,OP01,CERTIFIED,
OP01-101,1110,alt,,,,,thumbs/OP01-101(alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-101,1108,base,438,0.33,0.39,0.15,OP01/base/OP01-101.png,HIGH,OP01,CERTIFIED,
OP01-101,1111,parallel_1,,,,,EP02/parallel/OP01-101_p1.png,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-102,1114,alt,,,,,thumbs/OP01-102 (Alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-102,1112,base,439,0.31,0.3,0.06,OP01/base/OP01-102.png,HIGH,OP01,CERTIFIED,
OP01-102,1115,parallel_1,,,,,OP01/parallel/OP01-102_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-103,1116,base,441,0.1,0.16,0.01,OP01/base/OP01-103.png,HIGH,OP01,CERTIFIED,
OP01-104,1118,base,442,0.09,0.15,0.02,OP01/base/OP01-104.png,HIGH,OP01,CERTIFIED,
OP01-105,1120,base,443,0.07,0.15,0.01,OP01/base/OP01-105.png,HIGH,OP01,CERTIFIED,
OP01-106,1122,base,444,0.26,0.33,0.1,OP01/base/OP01-106.png,HIGH,OP01,CERTIFIED,
OP01-107,1124,base,445,0.08,0.15,0.01,OP01/base/OP01-107.png,HIGH,OP01,CERTIFIED,
OP01-108,1128,alt,,,,,thumbs/OP01-108(ALT).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-108,1126,base,462,0.14,0.2,0.05,OP01/base/OP01-108.png,HIGH,OP01,CERTIFIED,
OP01-109,1131,alt,,,,,thumbs/OP01-109 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-109,1129,base,446,0.09,0.16,0.01,OP01/base/OP01-109.png,HIGH,OP01,CERTIFIED,
OP01-109,1132,parallel_1,,,,,OP01/parallel/OP01-109_p1.png,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-110,1133,base,447,0.07,0.15,0.01,OP01/base/OP01-110.png,HIGH,OP01,CERTIFIED,
OP01-111,1135,base,448,0.28,0.28,0.08,OP01/base/OP01-111.png,HIGH,OP01,CERTIFIED,
OP01-112,1137,base,449,0.31,0.3,0.08,OP01/base/OP01-112.png,HIGH,OP01,CERTIFIED,
OP01-113,1139,base,450,0.07,0.15,0.01,OP01/base/OP01-113.png,HIGH,OP01,CERTIFIED,
OP01-114,1143,alt,,,,,thumbs/OP01-114alt.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-114,1141,base,451,0.39,0.42,0.18,OP01/base/OP01-114.png,HIGH,OP01,CERTIFIED,
OP01-115,1144,base,452,0.07,0.15,0.01,OP01/base/OP01-115.png,HIGH,OP01,CERTIFIED,
OP01-116,1146,base,453,0.13,0.2,0.03,OP01/base/OP01-116.png,HIGH,OP01,CERTIFIED,
OP01-117,1148,base,454,0.11,0.16,0.03,OP01/base/OP01-117.png,HIGH,OP01,CERTIFIED,
OP01-118,1150,base,455,0.21,0.24,0.08,OP01/base/OP01-118.png,HIGH,OP01,CERTIFIED,
OP01-119,1152,base,456,1.52,2.39,0.75,OP01/base/OP01-119.png,HIGH,OP01,CERTIFIED,
OP01-120,1156,alt,,,,,thumbs/OP01-120 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-120,1161,alt,,,,,thumbs/OP01-120(PRB01alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-120,1154,base,457,6.6,8.03,5.42,OP01/base/OP01-120.png,HIGH,OP01,CERTIFIED,
OP01-120,1157,mr,3268,19.93,22.98,17.99,OP01/manga/OP01-120_mr.png,HIGH,OP01,CERTIFIED,
OP01-120,1158,parallel_1,,,,,OP01/parallel/OP01-120_p1.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-120,1159,parallel_2,,,,,OP01/parallel/OP01-120_p2.png,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-120,1160,parallel_5,,,,,PRB01/parallel/OP01-120_p5.png,,PRB01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-120,1164,promo,,,,,P/base/OP01-120.png,,OP01,MISSING_PRICE_BRIDGE,No printing_market_map row (is_preferred=1)
OP01-120,1162,r1,457,6.6,8.03,5.42,OP01/base/OP01-120.png,reprint_share,PRB01,CERTIFIED,
OP01-120,1163,r2,457,6.6,8.03,5.42,OP01/base/OP01-120.png,reprint_share,PRB01,CERTIFIED,
OP01-121,1168,alt,,,,,thumbs/OP01-121 (alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-121,1172,alt,,,,,thumbs/OP01-121(PRB01alt).webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-121,1165,base,460,5.52,9.0,4.99,OP01/base/OP01-121.png,HIGH,OP01,CERTIFIED,
OP01-121,1167,operator_review,,,,,thumbs/OP01-121at2.webp,,OP01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-121,1169,parallel_1,3335,39.96,40.99,29.0,OP01/parallel/OP01-121_p1.png,HIGH,OP01,CERTIFIED,
OP01-121,1170,parallel_2,,,,,OP05/parallel/OP01-121_p2.png,,OP05,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-121,1171,parallel_4,,,,,PRB01/parallel/OP01-121_p4.png,,PRB01,MISSING_IMAGE_ASSET,No image_assets row for printing_id
OP01-121,1173,r1,460,5.52,9.0,4.99,OP01/base/OP01-121.png,reprint_share,PRB01,CERTIFIED,
